Pairing Food,Product,Grape,Popularity,Critics' Score,Avg. Price kr / 750ml
"shellfish, crab and lobster","Domaine Christian Moreau Pere & Fils Les Clos, Chablis Grand Cru, France",Chardonnay,"1,852nd",93 / 100,"1,238"
"shellfish, crab and lobster","Weingut Franz Hirtzberger Honivogl Gruner Veltliner Smaragd, Wachau, Austria",Gruner Veltliner,"1,888th",93 / 100,"1,478"
"shellfish, crab and lobster","Gosset Celebris Extra Brut Millesime, Champagne, France",Champagne Blend,"1,907th",93 / 100,"1,824"
"shellfish, crab and lobster","Pierre Peters Cuvee de Reserve Blanc de Blancs Grand Cru Brut, Champagne, France",Chardonnay,"1,933rd",90 / 100,732
"shellfish, crab and lobster","Cedric Bouchard Roses de Jeanne 'HL-La Haute-Lemblee' Blanc de Blancs Brut, Champagne, France",Chardonnay,"1,936th",94 / 100,"4,860"
"shellfish, crab and lobster","Ulysse Collin 'Les Enfers' Blanc de Blancs Extra Brut, Champagne, France",Chardonnay,"1,976th",95 / 100,"7,563"
"shellfish, crab and lobster","F.X. Pichler Durnsteiner Kellerberg Riesling Smaragd, Wachau, Austria",Riesling,"2,016th",94 / 100,959
"shellfish, crab and lobster","Thomas Pico Domaine Pattes Loup Chablis, Burgundy, France",Chardonnay,"2,029th",89 / 100,506
"shellfish, crab and lobster","Domaine Francois Raveneau Vaillons, Chablis Premier Cru, France",Chardonnay,"2,029th",92 / 100,"6,245"
"shellfish, crab and lobster","Weingut Emrich-Schonleber Monzinger Halenberg Riesling Grosses Gewachs, Nahe, Germany",Riesling,"2,044th",93 / 100,786
"shellfish, crab and lobster","Lanson Le Vintage Brut, Champagne, France",Champagne Blend,"2,048th",91 / 100,"1,172"
"shellfish, crab and lobster","Larmandier-Bernier Terre de Vertus Blanc de Blancs Premier Cru Non-Dose, Champagne, France",Chardonnay,"2,064th",92 / 100,972
"shellfish, crab and lobster","Grand Siecle par Laurent-Perrier, Champagne, France",Chardonnay - Pinot Noir,"2,088th",93 / 100,"2,037"
"shellfish, crab and lobster","Ruinart 'R de Ruinart' Brut, Champagne, France",Champagne Blend,"2,128th",89 / 100,666
"shellfish, crab and lobster","Billecart-Salmon Vintage, Champagne, France",Champagne Blend,"2,139th",92 / 100,"1,012"
"shellfish, crab and lobster","Pascal Agrapart L'Avizoise Blanc de Blancs Grand Cru Extra Brut Millesime, Champagne, France",Chardonnay,"2,145th",94 / 100,"1,837"
"shellfish, crab and lobster","Bessin-Tremblay Valmur, Chablis Grand Cru, France",Chardonnay,"2,159th",93 / 100,"1,079"
"shellfish, crab and lobster","Duval-Leroy Femme de Champagne Grand Cru Millesime, France",Chardonnay - Pinot Noir,"2,159th",93 / 100,"2,996"
"shellfish, crab and lobster","Jean-Paul & Benoit Droin Les Clos, Chablis Grand Cru, France",Chardonnay,"2,172nd",93 / 100,"1,385"
"shellfish, crab and lobster","Billecart-Salmon Cuvee Louis Blanc de Blancs Millesime, Champagne, France",Chardonnay,"2,200th",94 / 100,"2,024"
"shellfish, crab and lobster","Pol Roger Blanc de Blancs Brut, Champagne, France",Chardonnay,"2,242nd",93 / 100,"1,145"
"shellfish, crab and lobster","Egly-Ouriet V.P Vieillissement Prolonge Grand Cru Extra Brut, Champagne, France",Champagne Blend,"2,242nd",93 / 100,"1,718"
"shellfish, crab and lobster","Krug Grande Cuvee 164 eme Edition Brut, Champagne, France",Champagne Blend,"2,254th",95 / 100,"4,221"
"shellfish, crab and lobster","Pommery Royal Brut, Champagne, France",Champagne Blend,"2,278th",88 / 100,493
"shellfish, crab and lobster","Weingut Robert Weil Kiedricher Grafenberg Riesling Grosses Gewachs, Rheingau, Germany",Riesling,"2,278th",93 / 100,652
"shellfish, crab and lobster","Henriot Brut Millesime, Champagne, France",Chardonnay - Pinot Noir,"2,292nd",91 / 100,"1,025"
"shellfish, crab and lobster","Taittinger Collection, Champagne, France",Champagne Blend,"2,314th",92 / 100,"3,315"
"shellfish, crab and lobster","Domaine Laroche Chablis Saint Martin, Burgundy, France",Chardonnay,"2,327th",88 / 100,333
"shellfish, crab and lobster","Frederic Savart L'Ouverture Blanc de Noirs Premier Cru Brut, Champagne, France",Pinot Noir,"2,335th",89 / 100,786
"shellfish, crab and lobster","Jacquesson Avize Grand Cru Champ Cain Brut, Champagne, France",Chardonnay,"2,356th",94 / 100,"2,224"
